Portfolio Manager ID,Portfolio Manager Meter ID,Meter Type,Usage/Quantity,Usage Units,Cost ($),Year,Month
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2003,01
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2003,02
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2003,03
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2003,04
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2003,05
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2003,06
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2003,07
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2003,08
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2003,09
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2003,10
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2003,11
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2003,12
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2004,01
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2004,02
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2004,03
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2004,04
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2004,05
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2004,06
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2004,07
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2004,08
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2004,09
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2004,10
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2004,11
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2004,12
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2005,01
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2005,02
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2005,03
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2005,04
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2005,05
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2005,06
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2005,07
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2005,08
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2005,09
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2005,10
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2005,11
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2005,12
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2006,01
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2006,02
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2006,03
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2006,04
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2006,05
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2006,06
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2006,07
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2006,08
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2006,09
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2006,10
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2006,11
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2006,12
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2007,01
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2007,02
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2007,03
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2007,04
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2007,05
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2007,06
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2007,07
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2007,08
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2007,09
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2007,10
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2007,11
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2007,12
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2008,01
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2008,02
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2008,03
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2008,04
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2008,05
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2008,06
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2008,07
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2008,08
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2008,09
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2008,10
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2008,11
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2008,12
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2009,01
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2009,02
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2009,03
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2009,04
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2009,05
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2009,06
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2009,07
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2009,08
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2009,09
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2009,10
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2009,11
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2009,12
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2010,01
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2010,02
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2010,03
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2010,04
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2010,05
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2010,06
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2010,07
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2010,08
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2010,09
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2010,10
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2010,11
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2010,12
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2011,01
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2011,02
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2011,03
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2011,04
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2011,05
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2011,06
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2011,07
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2011,08
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2011,09
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2011,10
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2011,11
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2011,12
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2012,01
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2012,02
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2012,03
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2012,04
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2012,05
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2012,06
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2012,07
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2012,08
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2012,09
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2012,10
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2012,11
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2012,12
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2013,01
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2013,02
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2013,03
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2013,04
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2013,05
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2013,06
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2013,07
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2013,08
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2013,09
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2013,10
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2013,11
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2013,12
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2014,01
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2014,02
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2014,03
2630132,3981317,District Steam,0.0,kLbs. (thousand pounds),0.0,2014,04
